,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Import,Import,Import
,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,NL,FR,DE_LU
0,156.01360954610382,1738.2736381828042,-56.82121154426048,6.595401224225764,4950.469845366355,732.6361795740623,0.0,250.50726857164707,880.3571621420231,383.6134934718338,1951.6973311297852,0.0,0.0
1,156.74825862541846,1575.9842998869683,3.0356329590727515,5.834740756456768,4951.339660346618,726.1505951680349,0.0,248.02496577384588,838.6984366589272,372.770352053702,1959.6267511320746,0.0,0.0
2,156.39289956824996,1681.4912642960705,-18.121031167883764,5.549396307084816,4951.792613629913,738.2076960328495,0.0,251.02063977027032,887.104299625819,371.09752901776847,1842.2806199429042,0.0,0.0
3,157.19348962132398,1689.3369026190169,19.28523655190794,6.2572180405766815,4951.108659777444,724.6799849195776,0.0,250.21500400489506,861.5280040506483,374.58528623310957,2009.011905866259,0.0,0.0
4,157.72165888259354,1866.6396153187036,-283.89557227228914,7.030535570058566,4956.022887523385,691.3724487969251,0.0,244.78648223573458,619.9022601635374,399.01925511597125,1659.094533197769,0.0,0.0
5,157.09145399371886,1868.3247058234795,-211.07298389826468,6.4930873822612325,4954.401483929871,709.3361992058007,0.0,247.27262926464084,635.4171676897519,394.8200938970112,1661.4198008915348,0.0,0.0
6,157.6219659472833,1792.0479360561867,-294.3266675075147,5.5555812493171155,4951.751244106084,688.3429186207026,0.0,246.97980995954546,612.4452173662947,402.3215854292271,1632.8492791045724,0.0,0.0
7,157.59544995267493,1981.8053272430307,-278.40535367117195,4.98188025459582,4950.749058316671,694.157554824463,0.0,246.6218892233557,624.6842623846286,406.5434752471753,1745.4455637544768,0.0,0.0
8,159.5861186549431,1754.036401701797,-337.9197990870583,6.719816624769733,4955.283962251226,735.5540164409197,0.0,241.81109915617085,470.22494507085156,439.73615511743077,1683.557907199602,0.0,0.0
9,159.80315224620782,1858.5101526118874,-283.75832098233695,4.559835120153516,4955.536533056695,741.4607667478479,0.0,246.8181233970084,469.2799932409876,451.05438384266967,1578.3871128297205,0.0,0.0
10,159.42003464169338,1885.718306145265,-356.45835417722583,6.797493442046239,4952.318351618691,736.1535418218303,0.0,240.60045208239998,488.1628554685841,451.11831728337836,1699.6205457883257,0.0,0.0
11,159.0320895681902,1924.9339920070636,-307.103861157094,4.668607466856375,4952.846261183139,733.8435329059348,0.0,241.7797308993714,463.5066013641264,457.3379827749811,1594.3598351597948,0.0,0.0
12,156.6450372074287,1837.1491815373367,-450.2457559909277,5.264279021126095,4958.447710111148,720.9587627758815,0.0,249.30944674741474,418.9458842610767,522.4268717132044,1440.6758812878452,0.0,0.0
13,156.4442149583548,1795.219862379632,-450.789110110035,6.336356453925711,4960.004095030444,715.3307063195905,0.0,246.03155000773674,445.53739010792583,534.0856808547992,1614.6823297995156,0.0,0.0
14,156.58414264878263,1778.16240564339,-473.8167332111653,5.112140522462913,4954.258803286049,720.5754010049344,0.0,248.52236313704043,433.5706308699549,538.0004856159283,1615.4094334365293,0.0,0.0
15,155.59218625916375,1774.1930590889108,-472.758347448367,5.487920652436031,4958.66424134778,719.0430173524778,0.0,248.176979656126,450.30871067888165,547.7835990613559,1662.9689199608406,0.0,0.0
16,155.99824526559038,1993.2012732385324,-452.97874646239154,6.812753451775294,4953.344837655602,710.709368192699,0.0,247.1812365440445,313.19525079194415,491.047327352736,1691.2707215152839,0.0,0.0
17,156.41001857553877,1948.3441759817013,-482.4557183183664,6.424285098655273,4953.539861723491,711.8778070755837,0.0,248.57674428977816,332.5204879513921,492.1855094968815,1737.075268817125,0.0,0.0
18,155.41862517530774,2006.7753086131502,-433.23434948556337,5.574030186726115,4954.457586513546,717.1584444787164,0.0,246.74851742444818,316.3654478250124,505.1140268148528,1714.9827731239695,0.0,0.0
19,156.67260000532457,2002.7939095833776,-465.79446039676344,6.9601930301267565,4954.8477758593635,720.376440655858,0.0,248.80623402366052,312.94980075049045,478.68396403634847,1741.458187434652,0.0,0.0
20,155.96834679477067,2197.9898369160355,72.18469262392385,6.8426621497694775,4951.67329013961,782.7965237772391,0.0,246.38360554935124,292.2377048550349,394.6382886067731,1506.3120970498344,0.0,0.0
21,156.52301448828365,2172.688212448858,46.62800250861097,7.265287167807497,4954.356253316293,775.4303938203087,0.0,249.6040962762621,265.40276161786414,381.3132443655432,1574.3340490984867,0.0,0.0
22,155.76925132075638,2247.1443400575035,33.93767294583227,5.278084356929186,4951.099060503147,773.7935945150422,0.0,247.77466014893605,272.5248944831421,382.3323549326452,1672.7138164193584,0.0,0.0
23,155.3841933389455,2359.5500576287513,34.747266229435766,5.441173333847326,4957.546446430546,767.2604287536793,0.0,246.52454813891885,299.33012727998226,377.13358975773394,1589.055903859892,0.0,0.0
24,154.28014189240545,2504.3663886679565,284.9950769208015,5.945537003536064,4950.355129107345,802.0536560597122,0.0,247.58769129126063,250.40397765950613,299.9051435238677,1916.5013402753536,0.0,0.0
25,155.00515686718603,2393.796095675154,294.21055895251567,6.558803657740861,4957.401032172873,808.0929277556888,0.0,245.90003741977156,243.15525674454858,303.9323409753138,1919.3202095112963,0.0,0.0
26,153.37119710351357,2402.6130927275144,339.1556796754141,4.689972877876386,4950.951633370404,807.8599664315351,0.0,246.45276844247746,206.8115790106807,310.76109161088067,1966.2601136131923,0.0,0.0
27,154.51214838093549,2484.315567530847,332.8666737429324,5.712443690584118,4953.844628404016,797.9547868418739,0.0,247.41235128551773,198.46423053417158,315.5980166917803,2066.6919105268666,0.0,0.0
28,156.9978578661209,2698.4191619641283,497.3164973521324,7.946697877319336,4953.845805743981,837.1359499553373,138.94964279809463,250.00744028899206,232.7255514987906,266.0492467385199,2289.3281184582856,0.0,0.0
29,157.48208932467026,2571.1340881258197,465.7448100900905,7.323217229955295,4952.1431804495405,845.2094722427938,122.09161348056448,249.07284308612236,239.23030627545677,256.28895062219414,2293.552987705145,0.0,9.012274174775616
30,156.26062069904884,2628.4794175126185,523.2395037766154,6.334718821727605,4952.830916697319,833.7722295378073,224.60378086035075,248.9911614639882,237.50301224844156,233.445046815749,2285.5317755962774,0.0,3.157748620003065
31,157.67017085680305,2705.5691038018344,482.2255570287542,7.866628806522849,4948.334813990231,833.4721294897948,191.30219166311025,247.71676741298026,246.66819581614155,262.02782148490195,2277.0241234989167,0.0,4.939070194483521
32,155.3077237855332,2870.2861910424444,344.23311903399497,7.903527434851782,4946.019894149598,819.3897593219942,607.2952454431487,245.56150804745602,141.4352345020997,195.2893846317338,2232.078396968793,0.0,0.0
33,155.37813803001512,2720.7294944680953,268.7696656994833,9.500997392970646,4948.819693163219,819.6238320493588,611.5006318067597,244.0986922283739,163.7559051628567,193.51015523493572,2251.36217928301,0.0,0.0
34,156.80754274622254,2897.458853610273,317.4125231607298,7.891773241786268,4945.648016327041,825.0092739062433,516.3532746172411,244.41122885671345,168.54794732588542,195.87548244917133,2317.6115222883877,0.0,0.0
35,155.64650346714345,2682.3990468877973,288.1859633081378,8.462555829774162,4947.290023446642,825.1279109199431,532.1371630018906,241.60819137072443,163.639463664071,213.9093401115812,2144.5162663900255,0.0,0.0
36,157.97431124407078,2826.5208771205425,210.05233584474502,8.085041813052435,4945.130157845879,800.885254128175,940.110373385238,244.51048956474008,184.6970932350887,158.73545868985954,2173.604163125777,0.0,0.0
37,159.61845435974507,2817.044038991863,218.42046069155595,7.266508969697016,4944.307117734057,790.9661610215037,989.785917617209,244.44194507632946,163.6648754237521,142.25852934621648,2187.7537431147457,0.0,0.0
38,159.169045461406,2841.6006565303555,224.4967320988903,8.194547788198555,4944.988637686205,794.2471172744215,1072.948427388778,244.94455630279884,169.90410224675477,137.93536064481225,2037.4476968062509,0.0,0.0
39,158.55880737540733,2861.3628948371106,256.2002673719113,7.365316167319842,4940.27375942255,796.5506098350475,1024.3339455995595,245.34306772272765,180.46179264232057,143.2473693386359,2030.6514667618833,0.0,0.0
40,156.86668859935233,3116.47713096233,96.22889818719977,8.85056570528488,4952.798125389465,794.1180347897895,999.500072018445,238.91695149020907,66.60478335825451,180.53878384166316,2087.515260304621,0.0,0.0
