,Solar,Wind Offshore,Wind Onshore
0,0.0,760.3761136221547,637.4962493327592
1,0.0,665.3823719777645,586.5339924419533
2,0.0,558.1963938261716,526.2809209495591
3,0.0,545.4047040263164,493.6021770592042
4,0.0,530.211908763482,416.4867990371988
5,0.0,539.5407230399449,353.8399888946754
6,59.091372690010516,522.8855979579845,321.2915317640386
7,142.16719030426492,468.6434442954448,268.9158924373789
8,507.93952467085387,411.21621168046056,246.77619539478
9,912.3011585176697,352.84316348924347,245.5133319256088
10,1201.7281502939875,324.6538474701772,264.59741215211125
11,1598.2100545392893,244.5253495404478,270.06619585625737
12,1662.9037347298183,181.86531257255604,266.9122924839732
13,1614.7020604822756,186.2415853018068,311.90975002996936
14,1471.924006688127,144.25310619166166,333.6733549309636
15,1270.2650738079492,109.03147857282677,337.5091258678216
16,873.7012563316028,107.78235893490896,317.1849544182783
17,476.22683698139224,86.91780848644817,285.2489244626034
18,0.0,36.68866399116057,226.7124881907683
19,0.0,25.61971371092404,186.05676896172142
20,0.0,41.43767297132068,119.9686949360728
21,0.0,48.97893179814424,95.49930953514348
22,0.0,48.516595684698956,71.96550766208993
23,0.0,64.77588020142998,69.32239857329036
24,0.0,67.88185393794558,62.71545872429701
25,0.0,58.33204383054429,46.266690948885035
26,0.0,76.14536317408209,76.99210772250426
27,0.0,32.28762963759784,85.61362661559829
28,0.0,60.09047085621351,83.94293379023281
29,0.0,14.79631164261183,90.03342392065575
30,0.0,28.551393743498522,104.26198824498269
31,0.0,42.682181183781566,96.22535137106557
32,508.5731602947742,33.75661516072114,84.89499083399245
33,1153.8754022463104,48.15082630171116,80.1591040134845
34,1474.1523845540007,96.9618034898649,54.26965515366625
35,1767.3319314222613,55.746115770490334,51.147873103694415
36,1655.8531815140584,46.506542834364176,57.118343668649494
37,1606.5674150961345,68.64494625054633,63.313157322019066
38,1440.988710283859,63.72544710315833,63.81263081287544
39,1049.5798551556675,58.84823313371377,42.52033025239206
40,730.6944263920053,54.33499845559873,51.53643758568145
41,350.46569066894244,92.66668851359829,55.754634697421146
42,70.18944809282878,108.06094398958405,66.8489031912249
43,0.0,112.93616886398576,55.09197324712453
44,0.0,151.63564965527513,88.31645664508287
45,0.0,182.63798577294423,98.62320082037049
46,0.0,219.5750562901412,122.93448782804934
47,0.0,255.30870103187505,134.0011458346965
48,0.0,320.18128663892395,160.02435589471534
49,0.0,309.96975995494734,185.33832423083848
50,0.0,282.16161448913226,190.64185701737617
51,0.0,276.5190748785575,181.09487592647167
52,0.0,227.16110127092082,162.43710755429495
53,0.0,240.1995243653584,154.85099732318838
54,0.0,193.9681400156303,183.92431476960914
55,93.3110355874199,187.2521131861135,170.33478309778738
56,363.38705147432614,201.86733702492583,149.17272404201532
57,764.7066117418304,209.85833610484687,96.25357755586286
58,1008.8636054630557,186.02885604188018,83.06192222915347
59,1321.3103312291712,184.1706051620599,95.29640091847986
60,945.8658112776436,167.7251963293555,85.17229668463573
61,1017.9255604827739,158.00882430235708,76.61487608425823
62,670.7156145744253,179.88201916302955,82.85766830890088
63,437.6884195451985,171.25602277566765,68.05126088608704
64,386.92255183527675,143.89995471422193,69.76541928264817
65,164.21149344827057,155.49289476605398,73.11728665908636
66,18.316800114472308,152.5462935613876,35.12743508309658
67,0.0,199.47619385747092,42.00025188417883
68,0.0,205.63062869946276,50.98494018901289
69,0.0,228.1185270204623,51.55039741245438
70,0.0,276.8850398323856,58.49229497854495
71,0.0,236.68358063650354,76.1203101829432
72,0.0,247.6661549036113,57.552937951844115
73,0.0,215.1602741409859,58.87840863357296
74,0.0,192.0251739857367,69.74842402157617
75,0.0,194.78969774051842,60.20128162782871
76,0.0,163.7669943332269,51.62905267959424
77,0.0,164.8943964370012,35.67633846115652
78,0.0,152.0983340084582,81.83238628166325
79,131.3657875392658,148.9856788840269,40.6243873397281
80,662.0303772163627,162.75067286359072,32.099396018019604
81,921.481950334,202.16636117889652,39.1861573645023
82,1232.1080516216061,202.3728649007882,48.3145883670538
83,1634.6935971154946,170.6090651809812,34.78737149390471
84,1372.0485377623963,167.4564643718959,37.00574043536102
85,1365.62030351935,150.24858632254242,49.33402760344061
86,1095.2739227714897,101.6928001476829,40.997091658910776
87,953.1721801351572,145.71212409132306,62.12415021043559
88,717.5277213210414,123.43027767987357,27.23744938100579
89,313.84162474265094,104.57877984786545,40.692558128296156
90,148.46725878531942,62.55920779030639,43.3327742631038
91,0.0,54.48596940772594,78.6084526419476
92,0.0,64.10025860786641,89.8309599902619
93,0.0,51.03633961745386,113.82005594607013
94,0.0,66.09420366303743,97.68048460768354
95,0.0,56.72542058627651,95.83426575687295
96,0.0,17.25182465574641,114.85134648436846
97,0.0,16.048132649836397,118.18569149383305
98,0.0,0.34771982236204835,122.20549688677053
99,0.0,0.0,129.0617170011745
100,0.0,0.0,114.25119111481266
101,0.0,43.69244568945298,116.64733166095078
102,87.30486905823183,36.163204274656955,95.2291252247129
103,151.36715672232663,34.98503755021756,73.6683895955895
104,508.01386109493797,28.539392477313875,82.34836780417575
105,1286.039895888095,45.50642656691622,90.29771722999008
106,1709.147290182205,43.99061747080344,33.56790618167251
107,2064.0256930247765,32.76772737783043,37.635399302155136
108,2176.3879048630165,16.131758802357183,57.28243736164744
109,2231.9763118554683,28.965370304896457,29.77654015657427
110,2040.454510229076,51.05348336616176,28.654674039261458
111,1682.4221497688561,31.421461241181294,54.85036819012482
112,1175.0487475050484,46.75496887928727,46.551121743822506
113,608.8648264682619,50.866014857360994,68.53257679856742
114,72.96657586781585,47.250412275686614,84.30046998978445
115,0.0,80.3885639461816,83.70077585069834
116,0.0,110.84722961646581,104.25564059613811
117,0.0,137.30309510268185,117.44489435637227
118,0.0,136.732223098689,120.85679022172538
119,0.0,141.92124389801077,116.47175551133992
120,0.0,219.8332957994731,153.92287263333384
121,0.0,159.38487550795907,140.64152572282046
122,0.0,145.6440552693395,138.41032674506306
123,0.0,136.1310968818479,83.4958475346446
124,0.0,112.99440759361707,94.20874036868108
125,0.0,109.01350218405248,72.0806298584073
126,0.0,160.28301717517124,60.730956833476114
127,82.28871037660923,152.01135867245554,82.6357548568393
128,0.0,153.94199896513132,56.32100097295399
129,454.53949617483073,141.216686862501,56.32846956941455
130,482.3360544023646,147.8620838196705,53.17611828390286
131,760.660259952682,196.85168572990008,60.31605022556498
132,662.5524920072087,247.1320255083272,88.3276924086917
133,660.4245188982798,299.966742834245,110.78230752884271
134,731.1238987733942,332.5866915878843,148.4763346612624
135,424.1572854864059,339.05430005036067,196.14004325783597
136,257.1126375757192,362.0059313304772,229.27683214168948
137,181.73269313105607,391.8170705267935,249.71776602720533
138,0.0,357.129781012432,271.68912920297225
139,0.0,350.84342876795057,302.46843546684545
140,0.0,307.55937778874187,298.18922666707493
141,0.0,292.14890973936656,292.5143234506633
142,0.0,255.58493177057812,304.3148228029663
143,0.0,201.1062633271918,295.0922178460544
