datetime,Long,Short
2017-01-01 00:00:00+01:00,26.73,26.73
2017-01-01 00:15:00+01:00,46.73,46.73
2017-01-01 00:30:00+01:00,46.73,46.73
2017-01-01 00:45:00+01:00,46.73,46.73
2017-01-01 01:00:00+01:00,57.98,60.15
2017-01-01 01:15:00+01:00,111.24,113.51
2017-01-01 01:30:00+01:00,111.24,113.64
2017-01-01 01:45:00+01:00,111.24,113.6
2017-01-01 02:00:00+01:00,111.24,113.96
2017-01-01 02:15:00+01:00,111.24,114.01
2017-01-01 02:30:00+01:00,111.24,114.31
2017-01-01 02:45:00+01:00,111.24,111.24
2017-01-01 03:00:00+01:00,46.73,46.73
2017-01-01 03:15:00+01:00,111.24,111.24
2017-01-01 03:30:00+01:00,111.24,111.24
2017-01-01 03:45:00+01:00,111.24,112.8
2017-01-01 04:00:00+01:00,46.73,46.73
2017-01-01 04:15:00+01:00,46.73,46.73
2017-01-01 04:30:00+01:00,46.73,46.73
2017-01-01 04:45:00+01:00,46.73,46.73
2017-01-01 05:00:00+01:00,46.73,46.73
2017-01-01 05:15:00+01:00,46.73,46.73
2017-01-01 05:30:00+01:00,46.73,46.73
2017-01-01 05:45:00+01:00,46.73,46.73
2017-01-01 06:00:00+01:00,46.73,46.73
2017-01-01 06:15:00+01:00,46.73,46.73
2017-01-01 06:30:00+01:00,46.73,46.73
2017-01-01 06:45:00+01:00,46.73,46.73
2017-01-01 07:00:00+01:00,46.73,47.36
2017-01-01 07:15:00+01:00,46.73,47.51
2017-01-01 07:30:00+01:00,46.73,47.92
2017-01-01 07:45:00+01:00,46.73,48.1
2017-01-01 08:00:00+01:00,80.28,80.28
2017-01-01 08:15:00+01:00,80.28,81.7
2017-01-01 08:30:00+01:00,46.73,46.73
2017-01-01 08:45:00+01:00,46.73,46.73
2017-01-01 09:00:00+01:00,46.73,46.73
2017-01-01 09:15:00+01:00,46.73,46.73
2017-01-01 09:30:00+01:00,46.73,47.61
2017-01-01 09:45:00+01:00,46.73,47.73
2017-01-01 10:00:00+01:00,46.73,46.73
2017-01-01 10:15:00+01:00,46.73,46.73
2017-01-01 10:30:00+01:00,46.73,46.73
2017-01-01 10:45:00+01:00,46.73,46.73
2017-01-01 11:00:00+01:00,46.73,46.73
2017-01-01 11:15:00+01:00,46.73,46.73
2017-01-01 11:30:00+01:00,46.73,46.73
2017-01-01 11:45:00+01:00,46.73,47.38
2017-01-01 12:00:00+01:00,49.57,49.57
2017-01-01 12:15:00+01:00,49.57,50.53
2017-01-01 12:30:00+01:00,49.57,50.87
2017-01-01 12:45:00+01:00,49.57,49.57
2017-01-01 13:00:00+01:00,48.69,48.69
2017-01-01 13:15:00+01:00,48.69,50.25
2017-01-01 13:30:00+01:00,111.24,113.18
2017-01-01 13:45:00+01:00,111.24,111.24
2017-01-01 14:00:00+01:00,46.73,46.73
2017-01-01 14:15:00+01:00,46.73,46.73
2017-01-01 14:30:00+01:00,46.73,46.73
2017-01-01 14:45:00+01:00,46.73,46.73
2017-01-01 15:00:00+01:00,46.73,46.73
2017-01-01 15:15:00+01:00,46.73,46.73
2017-01-01 15:30:00+01:00,46.73,46.73
2017-01-01 15:45:00+01:00,46.73,46.73
2017-01-01 16:00:00+01:00,46.73,47.5
2017-01-01 16:15:00+01:00,46.73,47.62
2017-01-01 16:30:00+01:00,46.73,46.73
2017-01-01 16:45:00+01:00,46.73,46.73
2017-01-01 17:00:00+01:00,66.74,68.22
2017-01-01 17:15:00+01:00,66.74,68.37
2017-01-01 17:30:00+01:00,66.74,66.74
2017-01-01 17:45:00+01:00,111.24,111.24
2017-01-01 18:00:00+01:00,111.24,112.95
2017-01-01 18:15:00+01:00,111.24,111.24
2017-01-01 18:30:00+01:00,111.24,111.24
2017-01-01 18:45:00+01:00,111.24,111.24
2017-01-01 19:00:00+01:00,2.41,2.41
2017-01-01 19:15:00+01:00,2.41,2.41
2017-01-01 19:30:00+01:00,2.41,2.41
2017-01-01 19:45:00+01:00,66.74,66.74
2017-01-01 20:00:00+01:00,61.08,61.65
2017-01-01 20:15:00+01:00,61.74,62.9
2017-01-01 20:30:00+01:00,62.04,63.76
2017-01-01 20:45:00+01:00,66.74,69.6
2017-01-01 21:00:00+01:00,315.0,320.62
2017-01-01 21:15:00+01:00,315.0,326.16
2017-01-01 21:30:00+01:00,310.0,321.63
2017-01-01 21:45:00+01:00,310.0,322.13
2017-01-01 22:00:00+01:00,310.0,310.0
2017-01-01 22:15:00+01:00,310.0,321.92
2017-01-01 22:30:00+01:00,310.0,321.89
2017-01-01 22:45:00+01:00,310.0,321.3
2017-01-01 23:00:00+01:00,310.0,310.0
2017-01-01 23:15:00+01:00,49.27,49.27
2017-01-01 23:30:00+01:00,49.27,49.27
2017-01-01 23:45:00+01:00,49.27,49.27
2017-01-02 00:00:00+01:00,55.64,57.71
2017-01-02 00:15:00+01:00,20.39,20.39
2017-01-02 00:30:00+01:00,20.39,20.39
2017-01-02 00:45:00+01:00,55.64,55.64
2017-01-02 01:00:00+01:00,55.64,55.64
2017-01-02 01:15:00+01:00,55.64,55.64
2017-01-02 01:30:00+01:00,55.64,55.64
2017-01-02 01:45:00+01:00,20.39,20.39
2017-01-02 02:00:00+01:00,55.64,56.34
2017-01-02 02:15:00+01:00,55.64,55.64
2017-01-02 02:30:00+01:00,55.64,55.64
2017-01-02 02:45:00+01:00,55.64,55.64
2017-01-02 03:00:00+01:00,20.39,20.39
2017-01-02 03:15:00+01:00,55.64,55.64
2017-01-02 03:30:00+01:00,55.64,55.64
2017-01-02 03:45:00+01:00,55.61,55.61
2017-01-02 04:00:00+01:00,19.69,19.69
2017-01-02 04:15:00+01:00,19.69,19.69
2017-01-02 04:30:00+01:00,19.69,19.69
2017-01-02 04:45:00+01:00,19.21,19.69
2017-01-02 05:00:00+01:00,20.39,20.39
2017-01-02 05:15:00+01:00,55.64,55.64
2017-01-02 05:30:00+01:00,20.39,20.39
2017-01-02 05:45:00+01:00,20.39,20.39
2017-01-02 06:00:00+01:00,19.27,20.39
2017-01-02 06:15:00+01:00,18.9,20.39
2017-01-02 06:30:00+01:00,18.76,20.39
2017-01-02 06:45:00+01:00,14.3,20.39
2017-01-02 07:00:00+01:00,15.99,22.32
2017-01-02 07:15:00+01:00,-7.23,0.0
2017-01-02 07:30:00+01:00,0.0,0.0
2017-01-02 07:45:00+01:00,14.83,22.32
2017-01-02 08:00:00+01:00,14.27,22.32
2017-01-02 08:15:00+01:00,-7.9,0.0
2017-01-02 08:30:00+01:00,0.0,0.0
2017-01-02 08:45:00+01:00,22.32,22.32
2017-01-02 09:00:00+01:00,18.98,22.32
2017-01-02 09:15:00+01:00,22.32,22.32
2017-01-02 09:30:00+01:00,22.32,22.32
2017-01-02 09:45:00+01:00,22.32,22.32
2017-01-02 10:00:00+01:00,74.37,74.37
2017-01-02 10:15:00+01:00,74.37,74.37
2017-01-02 10:30:00+01:00,74.37,74.37
2017-01-02 10:45:00+01:00,74.37,74.37
2017-01-02 11:00:00+01:00,73.61,74.11
2017-01-02 11:15:00+01:00,110.94,111.8
2017-01-02 11:30:00+01:00,110.94,112.28
2017-01-02 11:45:00+01:00,110.94,112.46
2017-01-02 12:00:00+01:00,110.94,112.77
2017-01-02 12:15:00+01:00,72.61,74.71
2017-01-02 12:30:00+01:00,72.61,75.01
2017-01-02 12:45:00+01:00,72.61,72.61
2017-01-02 13:00:00+01:00,71.72,71.72
2017-01-02 13:15:00+01:00,17.75,17.75
2017-01-02 13:30:00+01:00,17.75,17.75
2017-01-02 13:45:00+01:00,17.75,17.75
2017-01-02 14:00:00+01:00,16.42,17.75
2017-01-02 14:15:00+01:00,16.45,17.75
2017-01-02 14:30:00+01:00,17.75,17.75
2017-01-02 14:45:00+01:00,17.75,17.75
2017-01-02 15:00:00+01:00,11.8,13.11
2017-01-02 15:15:00+01:00,13.11,13.11
2017-01-02 15:30:00+01:00,72.43,72.43
2017-01-02 15:45:00+01:00,13.11,13.11
2017-01-02 16:00:00+01:00,4.31,5.16
2017-01-02 16:15:00+01:00,5.38,5.38
2017-01-02 16:30:00+01:00,5.16,5.16
2017-01-02 16:45:00+01:00,5.16,5.16
2017-01-02 17:00:00+01:00,5.16,5.16
2017-01-02 17:15:00+01:00,5.16,5.16
2017-01-02 17:30:00+01:00,76.54,76.54
2017-01-02 17:45:00+01:00,76.54,76.54
2017-01-02 18:00:00+01:00,79.09,79.09
2017-01-02 18:15:00+01:00,79.09,79.09
2017-01-02 18:30:00+01:00,5.16,5.16
2017-01-02 18:45:00+01:00,79.09,79.09
2017-01-02 19:00:00+01:00,76.14,76.63
2017-01-02 19:15:00+01:00,310.0,310.0
2017-01-02 19:30:00+01:00,5.16,5.16
2017-01-02 19:45:00+01:00,4.54,5.16
2017-01-02 20:00:00+01:00,72.19,72.19
2017-01-02 20:15:00+01:00,13.11,13.11
2017-01-02 20:30:00+01:00,13.84,13.84
2017-01-02 20:45:00+01:00,17.75,17.75
2017-01-02 21:00:00+01:00,65.52,65.52
2017-01-02 21:15:00+01:00,22.32,22.32
2017-01-02 21:30:00+01:00,65.52,65.52
2017-01-02 21:45:00+01:00,65.52,65.52
2017-01-02 22:00:00+01:00,22.32,22.32
2017-01-02 22:15:00+01:00,22.32,22.32
2017-01-02 22:30:00+01:00,63.2,63.2
2017-01-02 22:45:00+01:00,63.2,63.2
2017-01-02 23:00:00+01:00,63.42,63.42
2017-01-02 23:15:00+01:00,63.42,63.42
2017-01-02 23:30:00+01:00,22.32,22.32
2017-01-02 23:45:00+01:00,22.32,22.32
2017-01-03 00:00:00+01:00,64.07,64.07
2017-01-03 00:15:00+01:00,22.36,22.36
2017-01-03 00:30:00+01:00,22.36,22.36
2017-01-03 00:45:00+01:00,22.36,22.36
2017-01-03 01:00:00+01:00,63.05,63.05
2017-01-03 01:15:00+01:00,22.36,22.36
2017-01-03 01:30:00+01:00,22.36,22.36
2017-01-03 01:45:00+01:00,22.36,22.36
2017-01-03 02:00:00+01:00,22.36,22.36
2017-01-03 02:15:00+01:00,20.43,20.43
2017-01-03 02:30:00+01:00,20.04,20.04
2017-01-03 02:45:00+01:00,20.04,20.04
2017-01-03 03:00:00+01:00,20.04,20.04
2017-01-03 03:15:00+01:00,57.03,57.03
2017-01-03 03:30:00+01:00,20.04,20.04
2017-01-03 03:45:00+01:00,20.04,20.04
2017-01-03 04:00:00+01:00,20.04,20.04
2017-01-03 04:15:00+01:00,20.04,20.04
2017-01-03 04:30:00+01:00,57.03,57.03
2017-01-03 04:45:00+01:00,20.04,20.04
2017-01-03 05:00:00+01:00,20.04,20.04
2017-01-03 05:15:00+01:00,20.04,20.04
2017-01-03 05:30:00+01:00,20.04,20.04
2017-01-03 05:45:00+01:00,57.61,57.61
2017-01-03 06:00:00+01:00,22.36,22.36
2017-01-03 06:15:00+01:00,22.36,22.36
2017-01-03 06:30:00+01:00,22.36,22.36
2017-01-03 06:45:00+01:00,63.05,63.64
2017-01-03 07:00:00+01:00,13.13,13.13
2017-01-03 07:15:00+01:00,74.8,74.8
2017-01-03 07:30:00+01:00,76.2,76.2
2017-01-03 07:45:00+01:00,74.96,74.96
2017-01-03 08:00:00+01:00,75.99,75.99
2017-01-03 08:15:00+01:00,76.2,76.87
2017-01-03 08:30:00+01:00,76.2,76.2
2017-01-03 08:45:00+01:00,76.2,76.2
2017-01-03 09:00:00+01:00,5.16,5.16
2017-01-03 09:15:00+01:00,5.16,5.16
2017-01-03 09:30:00+01:00,78.76,78.76
2017-01-03 09:45:00+01:00,78.76,78.76
2017-01-03 10:00:00+01:00,74.28,74.28
2017-01-03 10:15:00+01:00,13.48,13.48
2017-01-03 10:30:00+01:00,14.28,14.28
2017-01-03 10:45:00+01:00,13.13,13.13
2017-01-03 11:00:00+01:00,21.89,22.36
2017-01-03 11:15:00+01:00,21.82,22.36
2017-01-03 11:30:00+01:00,22.36,22.36
2017-01-03 11:45:00+01:00,22.36,22.36
2017-01-03 12:00:00+01:00,22.36,22.36
2017-01-03 12:15:00+01:00,20.89,22.36
2017-01-03 12:30:00+01:00,20.33,20.33
2017-01-03 12:45:00+01:00,17.97,20.33
2017-01-03 13:00:00+01:00,17.82,20.33
2017-01-03 13:15:00+01:00,16.6,20.33
2017-01-03 13:30:00+01:00,16.21,20.33
2017-01-03 13:45:00+01:00,16.07,20.33
2017-01-03 14:00:00+01:00,111.1,111.1
2017-01-03 14:15:00+01:00,111.1,111.1
2017-01-03 14:30:00+01:00,22.36,22.36
2017-01-03 14:45:00+01:00,67.52,67.52
2017-01-03 15:00:00+01:00,67.28,69.77
2017-01-03 15:15:00+01:00,22.36,22.36
2017-01-03 15:30:00+01:00,67.28,67.28
2017-01-03 15:45:00+01:00,67.28,67.28
2017-01-03 16:00:00+01:00,13.93,13.93
2017-01-03 16:15:00+01:00,14.8,14.8
2017-01-03 16:30:00+01:00,16.76,16.76
2017-01-03 16:45:00+01:00,72.85,72.85
2017-01-03 17:00:00+01:00,5.16,5.16
2017-01-03 17:15:00+01:00,5.16,5.16
2017-01-03 17:30:00+01:00,76.2,76.2
2017-01-03 17:45:00+01:00,76.2,76.73
2017-01-03 18:00:00+01:00,81.76,83.49
2017-01-03 18:15:00+01:00,287.54,289.33
2017-01-03 18:30:00+01:00,287.54,287.54
2017-01-03 18:45:00+01:00,5.16,5.16
2017-01-03 19:00:00+01:00,128.46,128.46
2017-01-03 19:15:00+01:00,81.76,81.76
2017-01-03 19:30:00+01:00,81.76,81.76
2017-01-03 19:45:00+01:00,5.16,5.16
2017-01-03 20:00:00+01:00,78.51,79.1
2017-01-03 20:15:00+01:00,78.51,79.24
2017-01-03 20:30:00+01:00,78.51,78.51
2017-01-03 20:45:00+01:00,78.51,78.51
2017-01-03 21:00:00+01:00,63.05,63.05
2017-01-03 21:15:00+01:00,22.36,22.36
2017-01-03 21:30:00+01:00,22.36,22.36
2017-01-03 21:45:00+01:00,22.36,22.36
2017-01-03 22:00:00+01:00,22.36,22.36
2017-01-03 22:15:00+01:00,74.52,75.06
2017-01-03 22:30:00+01:00,74.52,75.65
2017-01-03 22:45:00+01:00,74.52,74.52
2017-01-03 23:00:00+01:00,72.12,73.65
2017-01-03 23:15:00+01:00,72.12,72.12
2017-01-03 23:30:00+01:00,72.12,72.12
2017-01-03 23:45:00+01:00,22.36,22.36
2017-01-04 00:00:00+01:00,151.27,153.11
2017-01-04 00:15:00+01:00,151.27,151.27
2017-01-04 00:30:00+01:00,60.91,60.91
2017-01-04 00:45:00+01:00,59.62,59.62
2017-01-04 01:00:00+01:00,59.62,59.62
2017-01-04 01:15:00+01:00,59.62,59.62
2017-01-04 01:30:00+01:00,59.62,60.57
2017-01-04 01:45:00+01:00,59.62,59.62
2017-01-04 02:00:00+01:00,59.62,59.62
2017-01-04 02:15:00+01:00,59.62,59.62
2017-01-04 02:30:00+01:00,59.62,59.62
2017-01-04 02:45:00+01:00,59.62,59.62
2017-01-04 03:00:00+01:00,54.7,55.76
2017-01-04 03:15:00+01:00,54.7,54.7
2017-01-04 03:30:00+01:00,54.7,54.7
2017-01-04 03:45:00+01:00,54.7,54.7
2017-01-04 04:00:00+01:00,54.7,54.7
2017-01-04 04:15:00+01:00,54.7,54.7
2017-01-04 04:30:00+01:00,54.7,54.7
2017-01-04 04:45:00+01:00,54.7,54.7
2017-01-04 05:00:00+01:00,54.7,54.7
2017-01-04 05:15:00+01:00,54.7,54.7
2017-01-04 05:30:00+01:00,54.7,55.03
2017-01-04 05:45:00+01:00,54.7,56.35
2017-01-04 06:00:00+01:00,59.62,59.62
2017-01-04 06:15:00+01:00,59.62,62.18
2017-01-04 06:30:00+01:00,59.62,63.27
2017-01-04 06:45:00+01:00,61.48,66.03
2017-01-04 07:00:00+01:00,151.27,156.06
2017-01-04 07:15:00+01:00,151.27,151.27
2017-01-04 07:30:00+01:00,74.1,74.1
2017-01-04 07:45:00+01:00,74.1,77.7
2017-01-04 08:00:00+01:00,76.75,80.49
2017-01-04 08:15:00+01:00,76.75,76.75
2017-01-04 08:30:00+01:00,76.75,79.13
2017-01-04 08:45:00+01:00,151.27,153.16
2017-01-04 09:00:00+01:00,5.16,5.16
2017-01-04 09:15:00+01:00,76.75,76.75
2017-01-04 09:30:00+01:00,76.75,78.67
2017-01-04 09:45:00+01:00,76.75,78.75
2017-01-04 10:00:00+01:00,151.27,153.72
2017-01-04 10:15:00+01:00,151.27,153.89
2017-01-04 10:30:00+01:00,151.27,153.75
2017-01-04 10:45:00+01:00,76.65,78.84
2017-01-04 11:00:00+01:00,76.43,78.92
2017-01-04 11:15:00+01:00,76.43,79.36
2017-01-04 11:30:00+01:00,151.27,154.31
2017-01-04 11:45:00+01:00,151.27,151.27
2017-01-04 12:00:00+01:00,151.27,153.67
2017-01-04 12:15:00+01:00,151.27,151.27
2017-01-04 12:30:00+01:00,75.92,77.97
2017-01-04 12:45:00+01:00,151.27,151.27
2017-01-04 13:00:00+01:00,21.31,21.31
2017-01-04 13:15:00+01:00,21.31,21.31
2017-01-04 13:30:00+01:00,75.84,75.84
2017-01-04 13:45:00+01:00,21.31,21.31
2017-01-04 14:00:00+01:00,21.31,21.31
2017-01-04 14:15:00+01:00,21.31,21.31
2017-01-04 14:30:00+01:00,74.18,74.18
2017-01-04 14:45:00+01:00,20.72,21.31
2017-01-04 15:00:00+01:00,72.97,72.97
2017-01-04 15:15:00+01:00,21.31,21.31
2017-01-04 15:30:00+01:00,21.31,21.31
2017-01-04 15:45:00+01:00,72.97,72.97
2017-01-04 16:00:00+01:00,73.7,73.7
2017-01-04 16:15:00+01:00,73.7,73.7
2017-01-04 16:30:00+01:00,73.7,73.7
2017-01-04 16:45:00+01:00,73.7,74.07
2017-01-04 17:00:00+01:00,7.64,8.3
2017-01-04 17:15:00+01:00,74.1,74.1
2017-01-04 17:30:00+01:00,74.1,74.97
2017-01-04 17:45:00+01:00,74.1,75.75
2017-01-04 18:00:00+01:00,151.27,153.26
2017-01-04 18:15:00+01:00,151.27,151.27
2017-01-04 18:30:00+01:00,151.27,151.27
2017-01-04 18:45:00+01:00,74.1,74.1
2017-01-04 19:00:00+01:00,310.0,313.52
2017-01-04 19:15:00+01:00,310.0,314.06
2017-01-04 19:30:00+01:00,310.0,310.0
2017-01-04 19:45:00+01:00,310.0,310.0
2017-01-04 20:00:00+01:00,310.0,313.75
2017-01-04 20:15:00+01:00,310.0,313.85
2017-01-04 20:30:00+01:00,310.0,310.0
2017-01-04 20:45:00+01:00,310.0,310.0
2017-01-04 21:00:00+01:00,310.0,310.0
2017-01-04 21:15:00+01:00,61.88,61.88
2017-01-04 21:30:00+01:00,61.88,61.88
2017-01-04 21:45:00+01:00,61.88,61.88
2017-01-04 22:00:00+01:00,61.48,61.48
2017-01-04 22:15:00+01:00,61.48,62.51
2017-01-04 22:30:00+01:00,61.48,63.3
2017-01-04 22:45:00+01:00,61.48,63.99
2017-01-04 23:00:00+01:00,61.48,64.67
2017-01-04 23:15:00+01:00,61.48,61.48
2017-01-04 23:30:00+01:00,61.48,61.48
2017-01-04 23:45:00+01:00,21.31,21.31
2017-01-05 00:00:00+01:00,18.73,18.73
2017-01-05 00:15:00+01:00,55.88,55.88
2017-01-05 00:30:00+01:00,55.88,55.88
2017-01-05 00:45:00+01:00,14.26,14.26
2017-01-05 01:00:00+01:00,54.94,54.94
2017-01-05 01:15:00+01:00,53.93,53.93
2017-01-05 01:30:00+01:00,53.93,53.93
2017-01-05 01:45:00+01:00,16.55,16.55
2017-01-05 02:00:00+01:00,54.94,54.94
2017-01-05 02:15:00+01:00,54.94,54.94
2017-01-05 02:30:00+01:00,54.94,54.94
2017-01-05 02:45:00+01:00,18.72,18.72
2017-01-05 03:00:00+01:00,53.93,53.93
2017-01-05 03:15:00+01:00,52.05,52.05
2017-01-05 03:30:00+01:00,52.05,52.05
2017-01-05 03:45:00+01:00,16.55,16.55
2017-01-05 04:00:00+01:00,16.55,16.55
2017-01-05 04:15:00+01:00,16.21,16.55
2017-01-05 04:30:00+01:00,52.05,52.05
2017-01-05 04:45:00+01:00,52.05,52.05
2017-01-05 05:00:00+01:00,18.9,18.9
2017-01-05 05:15:00+01:00,18.9,18.9
2017-01-05 05:30:00+01:00,18.9,18.9
2017-01-05 05:45:00+01:00,54.94,55.47
2017-01-05 06:00:00+01:00,18.73,18.73
2017-01-05 06:15:00+01:00,54.94,54.94
2017-01-05 06:30:00+01:00,54.94,55.51
2017-01-05 06:45:00+01:00,54.94,55.75
2017-01-05 07:00:00+01:00,68.73,69.89
2017-01-05 07:15:00+01:00,68.73,68.73
2017-01-05 07:30:00+01:00,69.74,71.59
2017-01-05 07:45:00+01:00,105.59,107.87
2017-01-05 08:00:00+01:00,105.59,105.59
2017-01-05 08:15:00+01:00,76.46,78.88
2017-01-05 08:30:00+01:00,75.28,75.28
2017-01-05 08:45:00+01:00,75.12,77.52
2017-01-05 09:00:00+01:00,76.01,78.34
2017-01-05 09:15:00+01:00,106.24,109.62
2017-01-05 09:30:00+01:00,106.24,109.97
2017-01-05 09:45:00+01:00,106.24,110.06
2017-01-05 10:00:00+01:00,105.59,105.59
2017-01-05 10:15:00+01:00,70.6,74.6
2017-01-05 10:30:00+01:00,105.59,105.59
2017-01-05 10:45:00+01:00,19.39,19.39
2017-01-05 11:00:00+01:00,69.53,69.53
2017-01-05 11:15:00+01:00,69.53,69.53
2017-01-05 11:30:00+01:00,69.53,69.53
2017-01-05 11:45:00+01:00,18.7,19.39
2017-01-05 12:00:00+01:00,69.54,69.54
2017-01-05 12:15:00+01:00,20.94,20.94
2017-01-05 12:30:00+01:00,18.74,19.39
2017-01-05 12:45:00+01:00,18.29,19.39
2017-01-05 13:00:00+01:00,19.39,19.39
2017-01-05 13:15:00+01:00,19.39,19.39
2017-01-05 13:30:00+01:00,68.83,68.83
2017-01-05 13:45:00+01:00,68.83,68.83
2017-01-05 14:00:00+01:00,19.39,19.39
2017-01-05 14:15:00+01:00,19.39,19.39
2017-01-05 14:30:00+01:00,69.32,69.32
2017-01-05 14:45:00+01:00,69.32,69.32
2017-01-05 15:00:00+01:00,73.37,73.37
2017-01-05 15:15:00+01:00,73.66,74.12
2017-01-05 15:30:00+01:00,73.66,73.66
2017-01-05 15:45:00+01:00,73.62,74.23
2017-01-05 16:00:00+01:00,80.06,80.06
2017-01-05 16:15:00+01:00,80.0,80.0
2017-01-05 16:30:00+01:00,79.43,80.29
2017-01-05 16:45:00+01:00,80.11,81.39
2017-01-05 17:00:00+01:00,250.0,250.0
2017-01-05 17:15:00+01:00,250.0,250.0
2017-01-05 17:30:00+01:00,310.0,310.0
2017-01-05 17:45:00+01:00,80.11,81.97
2017-01-05 18:00:00+01:00,310.0,312.44
2017-01-05 18:15:00+01:00,310.0,310.0
2017-01-05 18:30:00+01:00,310.0,312.3
2017-01-05 18:45:00+01:00,250.0,250.0
2017-01-05 19:00:00+01:00,5.16,5.16
2017-01-05 19:15:00+01:00,80.11,80.11
2017-01-05 19:30:00+01:00,80.11,80.11
2017-01-05 19:45:00+01:00,80.11,80.11
2017-01-05 20:00:00+01:00,80.11,80.83
2017-01-05 20:15:00+01:00,79.29,80.28
2017-01-05 20:30:00+01:00,5.16,5.16
2017-01-05 20:45:00+01:00,80.11,80.11
2017-01-05 21:00:00+01:00,66.27,67.35
2017-01-05 21:15:00+01:00,66.27,67.52
2017-01-05 21:30:00+01:00,68.74,68.74
2017-01-05 21:45:00+01:00,68.74,70.16
2017-01-05 22:00:00+01:00,68.73,68.73
2017-01-05 22:15:00+01:00,68.73,70.01
2017-01-05 22:30:00+01:00,105.59,105.59
2017-01-05 22:45:00+01:00,105.59,107.76
2017-01-05 23:00:00+01:00,105.59,108.5
2017-01-05 23:15:00+01:00,105.59,109.07
2017-01-05 23:30:00+01:00,105.59,105.59
2017-01-05 23:45:00+01:00,68.73,68.73
2017-01-06 00:00:00+01:00,450.09,450.09
2017-01-06 00:15:00+01:00,450.09,450.09
2017-01-06 00:30:00+01:00,69.02,69.02
2017-01-06 00:45:00+01:00,69.02,69.02
2017-01-06 01:00:00+01:00,69.02,70.05
2017-01-06 01:15:00+01:00,19.43,19.43
2017-01-06 01:30:00+01:00,69.02,69.02
2017-01-06 01:45:00+01:00,69.02,69.02
2017-01-06 02:00:00+01:00,64.0,64.0
2017-01-06 02:15:00+01:00,18.76,18.76
2017-01-06 02:30:00+01:00,55.96,55.96
2017-01-06 02:45:00+01:00,55.96,55.96
2017-01-06 03:00:00+01:00,55.96,55.96
2017-01-06 03:15:00+01:00,19.43,19.43
2017-01-06 03:30:00+01:00,19.43,19.43
2017-01-06 03:45:00+01:00,55.96,55.96
2017-01-06 04:00:00+01:00,19.43,19.43
2017-01-06 04:15:00+01:00,55.96,55.96
2017-01-06 04:30:00+01:00,55.96,55.96
2017-01-06 04:45:00+01:00,55.96,56.3
2017-01-06 05:00:00+01:00,64.0,64.0
2017-01-06 05:15:00+01:00,64.0,64.0
2017-01-06 05:30:00+01:00,64.0,64.65
2017-01-06 05:45:00+01:00,64.0,64.0
2017-01-06 06:00:00+01:00,69.02,69.02
2017-01-06 06:15:00+01:00,69.02,69.02
2017-01-06 06:30:00+01:00,69.02,69.02
2017-01-06 06:45:00+01:00,70.07,70.88
2017-01-06 07:00:00+01:00,75.17,75.17
2017-01-06 07:15:00+01:00,76.94,76.94
2017-01-06 07:30:00+01:00,77.36,78.43
2017-01-06 07:45:00+01:00,119.69,120.96
2017-01-06 08:00:00+01:00,17.94,19.43
2017-01-06 08:15:00+01:00,80.86,80.86
2017-01-06 08:30:00+01:00,80.86,80.86
2017-01-06 08:45:00+01:00,80.86,82.27
2017-01-06 09:00:00+01:00,80.86,82.56
2017-01-06 09:15:00+01:00,80.86,82.58
2017-01-06 09:30:00+01:00,80.86,80.86
2017-01-06 09:45:00+01:00,80.86,80.86
2017-01-06 10:00:00+01:00,78.64,79.7
2017-01-06 10:15:00+01:00,78.64,78.64
2017-01-06 10:30:00+01:00,78.08,78.08
2017-01-06 10:45:00+01:00,11.83,11.83
2017-01-06 11:00:00+01:00,79.8,79.8
2017-01-06 11:15:00+01:00,12.21,12.79
2017-01-06 11:30:00+01:00,13.15,13.15
2017-01-06 11:45:00+01:00,12.66,13.52
2017-01-06 12:00:00+01:00,80.86,80.86
2017-01-06 12:15:00+01:00,14.79,15.67
2017-01-06 12:30:00+01:00,15.73,15.73
2017-01-06 12:45:00+01:00,14.62,15.67
2017-01-06 13:00:00+01:00,18.32,19.43
2017-01-06 13:15:00+01:00,19.43,19.43
2017-01-06 13:30:00+01:00,73.51,73.51
2017-01-06 13:45:00+01:00,73.51,73.51
2017-01-06 14:00:00+01:00,20.98,20.98
2017-01-06 14:15:00+01:00,20.98,20.98
2017-01-06 14:30:00+01:00,18.73,19.43
2017-01-06 14:45:00+01:00,19.43,19.43
2017-01-06 15:00:00+01:00,72.39,72.39
2017-01-06 15:15:00+01:00,72.39,72.39
2017-01-06 15:30:00+01:00,72.39,72.97
2017-01-06 15:45:00+01:00,72.39,73.17
2017-01-06 16:00:00+01:00,17.8,17.8
2017-01-06 16:15:00+01:00,73.77,73.77
2017-01-06 16:30:00+01:00,73.49,74.41
2017-01-06 16:45:00+01:00,119.69,120.9
2017-01-06 17:00:00+01:00,80.86,80.86
2017-01-06 17:15:00+01:00,80.86,82.74
2017-01-06 17:30:00+01:00,310.0,312.32
2017-01-06 17:45:00+01:00,310.0,312.56
2017-01-06 18:00:00+01:00,310.0,310.0
2017-01-06 18:15:00+01:00,5.16,5.16
2017-01-06 18:30:00+01:00,310.0,310.0
2017-01-06 18:45:00+01:00,5.16,5.16
2017-01-06 19:00:00+01:00,310.0,310.0
2017-01-06 19:15:00+01:00,310.0,310.0
2017-01-06 19:30:00+01:00,5.16,5.16
