,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Import,Import,Import
,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,NL,FR,DE_LU
0,338.55788165196907,2845.45326412616,-147.12226589556732,2.804291189112634,4791.245720750271,321.4120821941078,0.0,184.87308560629964,298.7220730034834,78.29012776451167,0.0,810.5739174842953,0.0
1,338.85280703780296,2830.0894820149106,-116.65678502548411,2.983714295060506,4790.89652072323,333.50366646901455,0.0,185.32790109253182,303.5921333289351,91.84249708717192,0.0,731.9143387835163,0.0
2,338.8198251572571,2909.45733897566,-159.61300323111496,3.337457691678269,4791.925540679174,339.309018424277,0.0,185.51539678417916,322.81276437227206,92.51645431458148,0.0,873.3619059132308,0.0
3,338.336843802435,2855.725207894691,-182.07002996861513,3.070428243696956,4792.095198901968,335.0059031640814,0.0,185.25847489627034,312.5540437727693,78.33131275829487,0.0,859.6600064676711,0.0
4,335.5442980873431,2885.717778770174,-102.80436440800682,2.95387929054513,4790.349944843996,443.49519130164794,0.0,190.28845670895268,309.94196356958173,135.3199760891381,0.0,474.6090467793331,0.0
5,335.8936246639028,2904.5200494148426,-78.52898248351468,3.1342214532457637,4791.033099532925,398.8927242155052,0.0,191.71858694788446,287.1147022583812,113.97070506315356,0.0,496.9429417563954,0.0
6,335.697608959364,2798.9757850525857,-51.25153405855126,2.884395235035481,4791.449760452617,414.32013369905167,0.0,192.66428910565614,279.174250787543,127.31607726662634,0.0,502.5511940641659,0.0
7,336.212459917204,2770.807371552883,-155.27047782249173,2.790556901167875,4789.958325412852,409.22003279002496,0.0,191.24845163368022,296.4546245150203,128.4437458786863,0.0,454.74526832505467,0.0
8,335.5926464657458,2812.726347844918,-481.05419268978596,3.225336088622188,4792.499506608515,378.6339579779458,0.0,192.9721767721833,321.67998016342824,124.28902946865911,0.0,1286.5962737548284,0.0
9,334.92510948412223,2826.6105421638745,-458.0569457639554,2.941543219088736,4794.491808725681,381.13192517057433,0.0,192.784477661812,362.1797582393485,117.01085650687256,0.0,1121.485613293714,0.0
10,336.0748773787499,2727.2454798195035,-467.37416537414015,3.1107493353711058,4794.044200266656,379.42224656540157,0.0,192.34095437474974,324.2847230130995,136.90468292834615,0.0,1139.7102338034495,0.0
11,335.4438765040579,2856.3744704810374,-471.62179319267426,3.3034887726428623,4794.75734995529,345.6423919652834,0.0,192.39320222191216,319.70813031432067,129.42267029640513,0.0,972.888781551065,0.0
12,339.425825520829,2770.265724872627,-526.5834673529366,3.119786363815483,4791.228498009786,348.7766195425277,0.0,195.89245490439546,373.9742783615141,92.29600932351143,0.0,975.4653362766423,0.0
13,339.4003769200515,2702.1435111477317,-514.9878721259465,2.8970852605131747,4792.446930439098,331.1827912105715,0.0,194.95896037696548,376.8677842356757,95.8791625535265,0.0,1135.364819379012,0.0
14,338.3228661586882,2681.689747129347,-511.152475019598,3.012795071936682,4789.311940152302,314.4984828852136,0.0,196.34202455405497,370.32670648006086,80.0056165284092,0.0,1132.9944862055954,0.0
